"","Rotación","Edad","Viaje de Negocios","Departamento","Distancia_Casa","Educación","Campo_Educación","Satisfacción_Ambiental","Genero","Cargo","Indicador de Satisfación_Laboral","Estado_Civil","Ingreso_Mensual","Numero de Trabajos_Anteriores","Horas_Extra","Porcentaje_aumento_salarial","Rendimiento_Laboral","Numero de Años_Experiencia","Numero de Capacitaciones","Equilibrio_Trabajo_Vida","Numero años en Antigüedad_Cargo","Numero de Años_ultima_promoción","Numero de Años_acargo_con_mismo_jefe"
"352","No",11680,"Raramente","IyD",2,3,"Salud",3,"F","Tecnico_Laboratorio",2,"Casado",2370,1,"No",13,3,8,4,3,0,0,7
"353","No",17520,"Raramente","Ventas",29,1,"Salud",1,"F","Gerente",3,"Casado",12504,3,"No",21,4,15,3,1,0,0,0
"354","No",13505,"Raramente","IyD",6,3,"Salud",3,"M","Investigador_Cientifico",1,"Divorciado",5974,4,"Si",13,3,13,2,3,7,6,7
"355","No",10950,"No_Viaja","Ventas",25,2,"Tecnicos",4,"F","Ejecutivo_Ventas",3,"Casado",4736,7,"Si",12,3,4,2,4,2,2,2
"356","No",9490,"Raramente","Ventas",1,3,"Ciencias",3,"M","Ejecutivo_Ventas",3,"Casado",5296,1,"No",17,3,8,3,3,7,7,7
"357","No",15330,"Raramente","IyD",2,4,"Otra",1,"M","Representante_Salud",4,"Soltero",6781,3,"No",23,4,14,6,3,0,0,0
"358","Si",7665,"Frecuentemente","Ventas",1,1,"Tecnicos",1,"F","Representante_Ventas",2,"Soltero",2174,1,"Si",11,3,3,3,3,2,1,2
"359","No",13140,"No_Viaja","Ventas",1,5,"Salud",4,"F","Ejecutivo_Ventas",4,"Soltero",6653,4,"No",15,3,7,6,3,0,0,0
"360","No",13140,"Frecuentemente","Ventas",3,4,"Salud",1,"M","Ejecutivo_Ventas",4,"Casado",9699,4,"No",11,3,16,2,3,9,1,12
"361","No",20805,"Raramente","IyD",1,4,"Salud",4,"M","Representante_Salud",3,"Casado",6755,2,"No",11,3,15,2,3,2,1,2
"362","No",14600,"Raramente","IyD",10,4,"Ciencias",4,"F","Tecnico_Laboratorio",3,"Casado",2213,3,"Si",13,3,10,3,3,7,1,7
"363","No",7665,"No_Viaja","Ventas",9,2,"Salud",1,"M","Representante_Ventas",4,"Soltero",2610,1,"No",24,4,3,3,2,2,2,2
"364","Si",12045,"Raramente","Ventas",5,3,"Mercadeo",4,"F","Representante_Ventas",3,"Soltero",2851,1,"Si",13,3,1,2,3,0,0,0
"365","No",13505,"Raramente","IyD",10,3,"Salud",3,"F","Tecnico_Laboratorio",1,"Casado",3452,6,"No",20,4,17,3,3,4,0,3
"366","No",16790,"No_Viaja","IyD",7,4,"Salud",3,"F","Director_Manofactura",3,"Casado",5258,2,"No",14,3,7,2,4,0,0,0
"367","Si",14965,"Frecuentemente","Ventas",4,3,"Mercadeo",1,"M","Ejecutivo_Ventas",2,"Soltero",9355,1,"No",18,3,8,5,3,7,7,7
"368","No",18250,"Raramente","IyD",10,3,"Tecnicos",4,"M","Representante_Salud",4,"Soltero",10496,6,"No",15,3,20,2,3,3,1,3
"369","Si",14600,"Raramente","Ventas",22,2,"Mercadeo",3,"M","Ejecutivo_Ventas",3,"Casado",6380,2,"Si",12,3,8,6,3,4,1,0
"370","No",11315,"Raramente","IyD",9,4,"Ciencias",3,"M","Investigador_Cientifico",2,"Soltero",2657,0,"Si",16,3,3,5,3,2,2,2
"371","Si",7665,"Raramente","Ventas",12,3,"Ciencias",3,"F","Representante_Ventas",2,"Soltero",2716,1,"No",15,3,1,0,3,0,0,0
"372","No",10585,"Raramente","IyD",23,3,"Ciencias",4,"M","Investigador_Cientifico",4,"Soltero",2201,9,"No",16,3,6,4,3,2,1,2
"373","No",12775,"Raramente","IyD",9,4,"Ciencias",3,"M","Representante_Salud",2,"Soltero",6540,9,"No",19,3,10,5,3,1,0,0
"374","No",9855,"Raramente","IyD",1,2,"Salud",4,"M","Tecnico_Laboratorio",2,"Divorciado",3816,1,"No",11,3,5,2,3,2,0,4
"375","No",10220,"Raramente","Ventas",9,4,"Ciencias",2,"M","Ejecutivo_Ventas",4,"Soltero",5253,1,"No",16,3,7,1,3,5,0,7
"376","No",17885,"Raramente","IyD",7,3,"Otra",2,"M","Representante_Salud",3,"Soltero",10965,8,"No",24,4,26,2,3,2,0,0
"377","No",18615,"Raramente","Ventas",14,2,"Ciencias",3,"F","Ejecutivo_Ventas",4,"Casado",4936,4,"No",11,3,18,2,2,7,0,7
"378","No",13140,"Raramente","IyD",2,3,"Ciencias",4,"F","Investigador_Cientifico",3,"Casado",2543,4,"No",13,3,6,3,3,2,2,2
"379","Si",12410,"No_Viaja","Ventas",19,3,"Mercadeo",1,"M","Ejecutivo_Ventas",4,"Soltero",5304,8,"Si",13,3,9,3,2,2,0,4
"380","No",20075,"Raramente","IyD",2,3,"Ciencias",3,"F","Gerente",4,"Soltero",16659,2,"Si",13,3,30,2,3,4,1,2
"381","No",8760,"Raramente","Ventas",10,4,"Mercadeo",4,"F","Ejecutivo_Ventas",3,"Divorciado",4260,1,"Si",12,3,5,2,4,2,0,3
"382","No",10950,"Raramente","Ventas",2,1,"Tecnicos",3,"M","Representante_Ventas",2,"Casado",2476,1,"No",18,3,1,3,3,0,0,0
"383","Si",9490,"Frecuentemente","IyD",3,1,"Tecnicos",3,"M","Investigador_Cientifico",1,"Soltero",3102,0,"No",22,4,7,2,3,4,0,4
"384","No",8030,"Raramente","IyD",11,3,"Salud",1,"F","Investigador_Cientifico",2,"Casado",2244,1,"No",13,3,2,1,3,1,1,2
"385","No",13140,"Raramente","Ventas",2,2,"Salud",2,"M","Ejecutivo_Ventas",3,"Casado",7596,1,"No",13,3,10,2,3,9,9,0
"386","Si",10950,"Frecuentemente","IyD",4,3,"Tecnicos",3,"M","Investigador_Cientifico",4,"Soltero",2285,9,"Si",23,4,3,4,3,0,0,0
"387","No",13505,"Raramente","IyD",14,3,"Ciencias",4,"F","Tecnico_Laboratorio",1,"Divorciado",3034,1,"No",12,3,18,2,2,7,12,17
"388","No",14600,"Raramente","Ventas",2,2,"Mercadeo",4,"F","Ejecutivo_Ventas",2,"Divorciado",5715,7,"No",12,3,8,5,3,4,1,3
"389","No",15330,"Raramente","IyD",1,4,"Ciencias",2,"F","Tecnico_Laboratorio",1,"Divorciado",2576,3,"No",16,3,8,5,3,2,1,2
"390","No",13505,"Raramente","IyD",10,4,"Ciencias",3,"M","Director_Manofactura",2,"Soltero",4197,2,"Si",12,3,18,2,2,0,0,1
"391","No",15695,"Raramente","IyD",12,3,"Ciencias",1,"M","Director_Investigación",2,"Divorciado",14336,1,"No",11,3,25,3,3,10,3,9
"392","No",14600,"Raramente","IyD",2,3,"Salud",2,"F","Tecnico_Laboratorio",3,"Casado",3448,6,"No",22,4,20,3,3,0,0,0
"393","No",19710,"Raramente","IyD",5,2,"Salud",1,"M","Director_Investigación",1,"Casado",19406,4,"No",11,3,24,4,2,2,1,2
"394","No",12410,"No_Viaja","Ventas",4,4,"Mercadeo",3,"F","Ejecutivo_Ventas",3,"Casado",6538,9,"No",15,3,6,3,3,2,1,2
"395","No",11315,"Raramente","IyD",7,2,"Salud",2,"F","Director_Manofactura",1,"Casado",4306,1,"No",12,3,13,5,1,10,3,12
"396","No",15695,"Frecuentemente","IyD",21,3,"Salud",4,"M","Tecnico_Laboratorio",4,"Casado",2258,7,"No",20,4,8,1,3,2,1,2
"397","No",15695,"Raramente","IyD",8,4,"Otra",3,"F","Representante_Salud",3,"Divorciado",4522,4,"Si",14,3,8,3,3,2,0,2
"398","No",9125,"Raramente","Ventas",4,2,"Ciencias",2,"F","Ejecutivo_Ventas",4,"Soltero",4487,1,"Si",11,3,5,3,3,4,1,3
"399","No",13505,"No_Viaja","IyD",25,5,"Salud",2,"F","Investigador_Cientifico",3,"Casado",4449,3,"Si",15,3,15,2,3,11,10,7
"400","No",11315,"Raramente","IyD",1,2,"Ciencias",4,"M","Tecnico_Laboratorio",1,"Casado",2218,1,"No",12,3,4,3,3,2,3,2
"401","No",14235,"Frecuentemente","IyD",1,1,"Ciencias",2,"M","Gerente",3,"Divorciado",19197,1,"Si",14,3,21,3,3,8,1,6
"402","No",20440,"Frecuentemente","Ventas",6,3,"Ciencias",3,"F","Ejecutivo_Ventas",1,"Casado",13212,9,"No",11,3,36,0,2,7,7,7
"403","No",10950,"Raramente","Ventas",12,3,"Tecnicos",2,"F","Ejecutivo_Ventas",3,"Soltero",6577,0,"No",11,3,6,6,3,4,4,4
"404","No",14965,"Raramente","Ventas",1,3,"Mercadeo",2,"M","Ejecutivo_Ventas",1,"Casado",8392,1,"No",16,3,10,2,3,7,0,7
"405","No",10220,"Raramente","IyD",17,2,"Salud",3,"M","Tecnico_Laboratorio",1,"Divorciado",4558,1,"No",12,3,10,2,3,0,1,8
"406","Si",9125,"Raramente","IyD",3,3,"Salud",1,"M","Tecnico_Laboratorio",1,"Casado",4031,5,"No",13,3,6,5,3,2,0,2
"407","No",18980,"Raramente","IyD",3,3,"Salud",4,"M","Director_Manofactura",3,"Casado",7969,2,"Si",14,3,28,4,3,4,0,4
"408","No",16425,"Raramente","IyD",10,2,"Ciencias",1,"M","Investigador_Cientifico",4,"Casado",2654,3,"No",21,4,8,3,2,2,0,2
"409","No",18980,"Raramente","IyD",4,2,"Ciencias",4,"F","Gerente",4,"Casado",16555,2,"No",13,3,31,2,1,2,1,4
"410","No",15330,"Frecuentemente","IyD",29,2,"Ciencias",1,"F","Investigador_Cientifico",3,"Divorciado",4556,2,"No",11,3,19,3,3,4,0,2
"411","No",10950,"Raramente","IyD",2,3,"Ciencias",3,"F","Director_Manofactura",4,"Soltero",6091,2,"No",20,4,11,2,3,4,0,2
"412","No",21900,"Raramente","IyD",7,3,"Ciencias",1,"F","Gerente",1,"Casado",19566,5,"No",11,3,33,5,1,8,11,10
"413","No",16790,"Raramente","IyD",18,3,"Salud",3,"F","Director_Manofactura",3,"Divorciado",4810,2,"No",14,3,19,5,2,7,0,8
"414","No",15330,"Frecuentemente","IyD",28,4,"Tecnicos",4,"F","Representante_Salud",4,"Casado",4523,0,"No",11,3,7,4,4,5,0,4
"415","Si",8760,"Raramente","Ventas",1,1,"Tecnicos",1,"F","Representante_Ventas",2,"Soltero",3202,1,"Si",16,3,6,4,3,3,1,4
"416","Si",12410,"Frecuentemente","Ventas",6,2,"Mercadeo",4,"F","Representante_Ventas",3,"Divorciado",2351,0,"No",16,3,3,3,2,2,1,0
"417","No",13870,"Frecuentemente","IyD",2,2,"Ciencias",4,"M","Tecnico_Laboratorio",4,"Casado",1702,1,"Si",23,4,1,3,3,0,0,0
"418","No",14600,"Raramente","Ventas",2,4,"Ciencias",3,"F","Gerente",3,"Casado",18041,0,"No",14,3,21,2,3,15,1,12
"419","No",9490,"Raramente","IyD",23,3,"Ciencias",1,"F","Investigador_Cientifico",4,"Divorciado",2886,1,"No",22,4,3,3,1,2,0,2
"420","No",10950,"No_Viaja","IyD",3,3,"Ciencias",3,"M","Tecnico_Laboratorio",4,"Casado",2097,4,"No",15,3,9,3,1,3,1,4
"421","No",10585,"Raramente","IyD",3,4,"Salud",2,"M","Director_Investigación",3,"Casado",11935,1,"No",18,3,10,2,3,2,0,7
"422","Si",10585,"Raramente","IyD",25,5,"Tecnicos",3,"F","Investigador_Cientifico",2,"Casado",2546,5,"No",16,3,6,2,4,2,1,1
"423","Si",6935,"Raramente","RH",2,2,"Tecnicos",1,"M","Recursos_Humanos",4,"Soltero",2564,1,"No",12,3,1,3,4,0,0,0
"424","No",10950,"No_Viaja","Ventas",22,4,"Otra",3,"F","Ejecutivo_Ventas",1,"Casado",8412,0,"No",11,3,10,3,3,8,7,8
"425","No",20805,"Raramente","Ventas",29,3,"Mercadeo",1,"M","Gerente",4,"Divorciado",14118,3,"No",12,3,32,3,2,0,0,0
"426","No",18250,"Raramente","IyD",29,4,"Ciencias",2,"M","Gerente",3,"Casado",17046,0,"No",15,3,28,2,3,10,15,7
"427","No",10950,"No_Viaja","IyD",2,3,"Salud",3,"F","Tecnico_Laboratorio",4,"Soltero",2564,0,"No",14,3,12,2,2,7,6,7
"428","No",21900,"Frecuentemente","Ventas",28,3,"Mercadeo",3,"F","Ejecutivo_Ventas",1,"Casado",10266,4,"No",19,3,22,5,4,13,13,11
"429","No",17155,"Raramente","IyD",2,2,"Salud",1,"F","Director_Manofactura",4,"Divorciado",5070,5,"No",13,3,20,2,3,0,0,4
"430","No",16790,"Raramente","IyD",2,3,"Ciencias",1,"M","Director_Investigación",3,"Casado",17861,6,"No",13,3,26,2,1,2,0,1
"431","No",12775,"Raramente","IyD",22,3,"Ciencias",4,"M","Tecnico_Laboratorio",3,"Soltero",4230,0,"No",15,3,6,2,3,4,4,3
"432","No",19710,"Raramente","IyD",8,4,"Ciencias",3,"F","Tecnico_Laboratorio",3,"Soltero",3780,7,"No",11,3,19,3,3,0,0,0
"433","No",12410,"Raramente","IyD",2,4,"Ciencias",4,"M","Investigador_Cientifico",3,"Divorciado",2768,3,"No",12,3,14,3,3,3,5,7
"434","No",16790,"Raramente","Ventas",10,3,"Mercadeo",3,"F","Ejecutivo_Ventas",4,"Casado",9071,2,"Si",19,3,15,3,3,2,1,2
"435","No",11315,"Raramente","IyD",9,1,"Ciencias",3,"M","Director_Manofactura",2,"Divorciado",10648,1,"No",25,4,13,6,4,8,0,8
"436","Si",12045,"Raramente","IyD",15,1,"Salud",2,"M","Gerente",3,"Casado",13610,7,"Si",12,3,15,2,4,6,7,7
"437","Si",12045,"Raramente","IyD",10,1,"Salud",1,"M","Tecnico_Laboratorio",4,"Divorciado",3408,7,"No",13,3,8,2,3,3,1,3
"438","No",10950,"Raramente","Ventas",7,1,"Mercadeo",4,"M","Representante_Ventas",2,"Soltero",2983,0,"No",14,3,4,3,3,2,1,2
"439","No",12775,"Raramente","IyD",16,3,"Ciencias",4,"M","Representante_Salud",3,"Casado",7632,4,"Si",12,3,10,2,3,7,0,0
"440","Si",11315,"Frecuentemente","IyD",20,3,"Ciencias",1,"M","Representante_Salud",3,"Casado",9824,3,"No",12,3,12,2,3,0,0,0
"441","Si",12410,"Frecuentemente","RH",23,3,"Humanidades",2,"F","Recursos_Humanos",1,"Divorciado",9950,9,"Si",15,3,11,2,3,2,0,2
"442","No",15330,"Frecuentemente","IyD",5,2,"Otra",2,"M","Tecnico_Laboratorio",3,"Casado",2093,4,"No",17,3,8,4,3,2,2,0
"443","No",13140,"No_Viaja","Ventas",10,4,"Salud",2,"M","Ejecutivo_Ventas",4,"Soltero",9980,1,"No",14,3,10,3,2,3,9,7
"444","Si",8030,"Frecuentemente","IyD",4,1,"Tecnicos",3,"M","Tecnico_Laboratorio",3,"Soltero",3894,5,"No",16,3,4,3,3,2,1,2
"445","No",17520,"Raramente","Ventas",2,5,"Mercadeo",2,"F","Ejecutivo_Ventas",4,"Casado",4051,2,"No",14,3,14,2,3,7,6,7
"446","No",20075,"Raramente","Ventas",18,5,"Ciencias",1,"F","Gerente",2,"Soltero",16835,3,"No",23,4,37,2,3,9,7,7
"447","No",14965,"No_Viaja","Ventas",10,2,"Ciencias",4,"M","Ejecutivo_Ventas",4,"Soltero",6230,7,"No",14,3,16,3,3,3,1,10
"448","No",12775,"Raramente","Ventas",1,3,"Mercadeo",2,"M","Ejecutivo_Ventas",3,"Casado",4717,9,"No",11,3,15,2,3,9,6,9
"449","No",14600,"Raramente","IyD",6,3,"Ciencias",2,"F","Director_Manofactura",3,"Soltero",13237,7,"No",15,3,22,3,3,6,5,13
"450","No",14235,"Frecuentemente","IyD",8,1,"Ciencias",3,"F","Tecnico_Laboratorio",3,"Casado",3755,1,"No",11,3,8,3,3,3,0,7
"451","No",11315,"Raramente","Ventas",2,1,"Ciencias",2,"M","Ejecutivo_Ventas",4,"Soltero",6582,4,"Si",13,3,10,2,4,5,0,5
"452","No",15330,"Raramente","IyD",24,3,"Salud",4,"M","Director_Manofactura",1,"Casado",7406,1,"Si",21,4,10,5,2,9,5,8
"453","No",16425,"Raramente","Ventas",2,3,"Otra",4,"M","Ejecutivo_Ventas",2,"Casado",4805,0,"No",19,3,9,3,4,7,3,7
"454","Si",9490,"Frecuentemente","RH",17,4,"Ciencias",2,"F","Recursos_Humanos",3,"Divorciado",2741,0,"Si",11,3,8,2,2,7,1,0
"455","No",10585,"Raramente","IyD",19,3,"Tecnicos",4,"M","Director_Manofactura",4,"Divorciado",4262,4,"No",12,3,8,2,4,2,1,2
"456","No",12045,"Raramente","IyD",1,5,"Salud",1,"F","Director_Investigación",3,"Divorciado",16184,4,"No",19,3,10,2,3,1,0,5
"457","No",11315,"Raramente","Ventas",7,3,"Ciencias",3,"M","Gerente",4,"Divorciado",11557,9,"No",21,4,10,3,2,4,0,1
"458","Si",6570,"Frecuentemente","Ventas",5,3,"Mercadeo",2,"M","Representante_Ventas",2,"Soltero",1878,1,"Si",14,3,0,3,3,0,0,0
"459","No",14600,"No_Viaja","Ventas",28,3,"Otra",3,"M","Ejecutivo_Ventas",1,"Divorciado",10932,3,"No",15,3,20,2,3,0,0,1
"460","No",14965,"No_Viaja","IyD",2,4,"Otra",1,"F","Representante_Salud",3,"Soltero",6811,2,"Si",17,3,10,3,3,7,0,7
"461","No",9490,"Raramente","Ventas",29,2,"Salud",1,"M","Ejecutivo_Ventas",3,"Divorciado",4306,5,"No",12,3,8,5,3,0,0,0
"462","No",12775,"Raramente","Ventas",1,3,"Salud",1,"F","Ejecutivo_Ventas",3,"Soltero",4859,1,"No",16,3,5,3,3,4,0,3
"463","No",12410,"Raramente","Ventas",21,4,"Ciencias",4,"M","Ejecutivo_Ventas",4,"Soltero",5337,1,"No",12,3,10,3,3,7,5,7
"464","Si",9490,"Raramente","IyD",24,3,"Tecnicos",3,"M","Tecnico_Laboratorio",4,"Soltero",2340,1,"Si",18,3,1,3,1,0,0,0
"465","No",13505,"Raramente","IyD",1,3,"Tecnicos",2,"F","Director_Manofactura",4,"Soltero",7491,4,"No",17,3,12,3,4,5,1,2
"466","No",16790,"Frecuentemente","IyD",18,1,"Salud",1,"F","Representante_Salud",3,"Casado",10527,5,"No",11,3,28,3,2,2,1,2
"467","No",14965,"Raramente","Ventas",2,5,"Ciencias",2,"F","Gerente",1,"Casado",16595,7,"No",16,3,22,2,3,16,11,8
"468","No",13505,"No_Viaja","Ventas",9,4,"Salud",1,"M","Ejecutivo_Ventas",2,"Divorciado",8834,1,"No",13,3,9,6,3,5,7,7
"469","No",18980,"Raramente","IyD",6,2,"Tecnicos",4,"M","Investigador_Cientifico",1,"Divorciado",5577,3,"Si",12,3,18,3,3,9,6,9
"470","Si",11680,"No_Viaja","Ventas",11,4,"Otra",4,"M","Ejecutivo_Ventas",3,"Casado",4707,8,"No",12,3,6,2,3,2,1,2
"471","No",8760,"Frecuentemente","Ventas",24,3,"Salud",4,"M","Representante_Ventas",4,"Casado",2400,0,"No",13,3,3,3,3,2,2,1
"472","No",13870,"Raramente","IyD",10,3,"Salud",3,"F","Representante_Salud",3,"Casado",9824,3,"No",19,3,18,4,3,0,0,0
"473","No",13505,"Raramente","IyD",1,4,"Ciencias",2,"F","Director_Manofactura",2,"Casado",6447,6,"No",12,3,8,2,2,5,4,3
"474","No",17885,"Raramente","IyD",18,4,"Ciencias",4,"M","Director_Investigación",3,"Divorciado",19502,1,"Si",17,3,31,5,3,9,0,9
"475","No",8760,"Raramente","IyD",23,3,"Salud",2,"M","Investigador_Cientifico",4,"Casado",2725,1,"Si",11,3,6,3,3,5,1,4
"476","No",9490,"Raramente","Ventas",28,2,"Mercadeo",1,"M","Ejecutivo_Ventas",2,"Casado",6272,1,"No",20,4,6,5,4,3,1,4
"477","No",8760,"Raramente","IyD",17,2,"Otra",4,"M","Tecnico_Laboratorio",2,"Casado",2127,1,"No",21,4,1,2,3,0,0,0
"478","No",18250,"Frecuentemente","RH",3,3,"Salud",1,"M","Gerente",2,"Casado",18200,1,"No",11,3,32,2,3,5,10,7
"479","No",9125,"Raramente","Ventas",13,1,"Salud",2,"M","Representante_Ventas",3,"Casado",2096,1,"No",11,3,7,1,3,4,0,6
"480","Si",8760,"Frecuentemente","IyD",7,3,"Ciencias",1,"F","Tecnico_Laboratorio",3,"Casado",2886,1,"Si",16,3,6,4,3,3,1,2
"481","Si",10950,"Frecuentemente","Ventas",12,4,"Ciencias",2,"M","Representante_Ventas",1,"Casado",2033,1,"No",18,3,1,2,4,0,0,0
"482","No",12410,"Raramente","IyD",1,2,"Ciencias",2,"M","Investigador_Cientifico",4,"Casado",3622,1,"Si",13,3,6,3,3,5,1,3
"483","Si",11315,"Raramente","Ventas",13,4,"Salud",2,"M","Ejecutivo_Ventas",1,"Divorciado",4233,2,"No",17,3,9,2,1,1,1,2
"484","No",12775,"Raramente","IyD",25,2,"Otra",1,"M","Tecnico_Laboratorio",4,"Soltero",3681,4,"No",14,3,9,3,3,2,0,2
"485","No",11315,"Raramente","Ventas",6,4,"Salud",1,"M","Ejecutivo_Ventas",4,"Divorciado",5460,4,"No",22,4,13,4,4,7,5,7
"486","No",9855,"Raramente","IyD",6,4,"Salud",1,"F","Investigador_Cientifico",3,"Divorciado",2187,0,"No",12,3,6,5,2,3,0,3
"487","No",13505,"Raramente","Ventas",2,3,"Mercadeo",4,"M","Ejecutivo_Ventas",3,"Casado",9602,4,"Si",11,3,17,3,2,0,1,0
"488","No",7300,"Raramente","IyD",1,3,"Ciencias",4,"F","Investigador_Cientifico",2,"Soltero",2836,1,"No",13,3,1,0,4,0,0,0
"489","No",15330,"Raramente","IyD",2,4,"Ciencias",3,"F","Representante_Salud",4,"Casado",4089,1,"No",13,3,10,4,3,2,2,2
"490","No",15695,"Raramente","IyD",6,4,"Otra",2,"M","Director_Investigación",4,"Divorciado",16627,4,"Si",14,3,21,3,2,0,0,0
"491","No",13870,"Raramente","IyD",1,1,"Ciencias",3,"F","Investigador_Cientifico",1,"Soltero",2619,3,"No",17,3,8,3,2,0,0,0
"492","No",15695,"Frecuentemente","IyD",9,5,"Salud",4,"M","Tecnico_Laboratorio",3,"Divorciado",5679,3,"Si",13,3,10,3,3,7,4,7
"493","No",17520,"Raramente","IyD",1,4,"Ciencias",4,"F","Gerente",1,"Casado",15402,7,"No",11,3,21,3,1,2,0,2
"494","No",16060,"Raramente","RH",1,4,"Ciencias",1,"F","Recursos_Humanos",3,"Soltero",5985,4,"No",11,3,10,1,4,2,0,2
"495","No",12410,"Raramente","Ventas",14,3,"Tecnicos",3,"F","Representante_Ventas",3,"Divorciado",2579,1,"Si",18,3,8,3,3,2,0,6
"496","Si",9855,"Raramente","Ventas",2,1,"Mercadeo",3,"M","Representante_Ventas",1,"Divorciado",3041,0,"No",11,3,5,3,3,3,0,2
"497","No",7665,"Raramente","Ventas",22,1,"Tecnicos",3,"M","Representante_Ventas",3,"Soltero",3447,1,"No",11,3,3,2,3,2,1,2
"498","No",16060,"Raramente","IyD",3,4,"Otra",4,"M","Gerente",4,"Casado",19513,4,"Si",12,3,26,2,4,2,0,1
"499","No",8030,"Raramente","IyD",6,1,"Salud",1,"M","Investigador_Cientifico",3,"Casado",2773,0,"No",20,4,3,3,3,2,2,2
"500","No",12045,"Raramente","Ventas",8,4,"Mercadeo",3,"M","Ejecutivo_Ventas",3,"Divorciado",7104,0,"No",12,3,6,3,3,0,1,2
"501","No",11680,"Raramente","IyD",9,4,"Ciencias",1,"F","Investigador_Cientifico",4,"Casado",6322,1,"Si",12,3,6,2,2,4,0,5
"502","No",10950,"Frecuentemente","IyD",3,3,"Salud",3,"F","Investigador_Cientifico",3,"Divorciado",2083,1,"No",20,4,1,2,3,0,0,0
"503","No",19345,"Raramente","Ventas",1,1,"Salud",4,"F","Ejecutivo_Ventas",1,"Soltero",8381,7,"No",20,4,18,2,4,7,8,10
"504","No",12410,"Raramente","IyD",1,5,"Ciencias",2,"M","Investigador_Cientifico",4,"Casado",2691,1,"No",12,3,10,4,2,9,8,8
"505","Si",16425,"Frecuentemente","Ventas",26,4,"Ciencias",1,"F","Ejecutivo_Ventas",1,"Casado",4286,2,"No",14,3,5,4,3,1,0,0
"506","No",9490,"Raramente","IyD",6,3,"Ciencias",3,"F","Tecnico_Laboratorio",4,"Casado",2659,1,"Si",13,3,3,2,3,2,0,2
"507","No",13505,"Raramente","IyD",3,3,"Otra",3,"M","Director_Manofactura",3,"Casado",9434,1,"No",15,3,10,2,3,7,7,8
"508","No",10585,"Raramente","Ventas",3,2,"Salud",2,"F","Ejecutivo_Ventas",3,"Casado",5561,1,"No",14,3,6,5,2,0,1,2
"509","No",12775,"Raramente","IyD",6,4,"Ciencias",2,"M","Investigador_Cientifico",4,"Soltero",6646,1,"No",13,3,17,3,3,11,11,8
"510","No",12045,"Frecuentemente","IyD",6,3,"Ciencias",3,"M","Representante_Salud",4,"Divorciado",7725,3,"No",23,4,15,2,1,11,4,7
"511","No",19710,"Raramente","RH",19,4,"Salud",3,"M","Recursos_Humanos",2,"Casado",10725,2,"No",15,3,16,1,4,7,7,1
"512","No",13140,"Raramente","IyD",9,2,"Salud",2,"M","Director_Manofactura",2,"Divorciado",8847,2,"Si",11,3,13,2,3,2,0,2
"513","No",9855,"Raramente","IyD",3,4,"Salud",1,"M","Investigador_Cientifico",4,"Soltero",2045,0,"No",13,3,5,0,3,2,1,1
"514","Si",7300,"Raramente","IyD",10,1,"Salud",4,"M","Investigador_Cientifico",3,"Soltero",1009,1,"Si",11,3,1,5,3,0,1,1
"515","Si",12045,"Frecuentemente","IyD",3,3,"Ciencias",1,"M","Investigador_Cientifico",1,"Soltero",3348,1,"Si",11,3,10,3,3,8,9,7
"516","No",12775,"No_Viaja","IyD",3,3,"Ciencias",3,"M","Tecnico_Laboratorio",3,"Casado",1281,1,"No",18,3,1,3,3,0,0,0
"517","No",8395,"Raramente","IyD",4,3,"Salud",1,"M","Investigador_Cientifico",1,"Casado",2819,2,"No",16,3,5,3,4,2,0,2
"518","No",9125,"Raramente","Ventas",8,3,"Ciencias",4,"M","Ejecutivo_Ventas",2,"Casado",4851,0,"No",22,4,4,4,3,2,1,2
"519","No",13870,"Raramente","Ventas",7,4,"Mercadeo",4,"F","Ejecutivo_Ventas",4,"Soltero",4028,0,"No",20,4,8,2,3,7,0,5
"520","No",10585,"Frecuentemente","IyD",1,4,"Ciencias",2,"M","Investigador_Cientifico",4,"Divorciado",2720,1,"No",18,3,10,5,3,7,2,8
"521","No",17520,"Raramente","Ventas",2,1,"Mercadeo",2,"M","Ejecutivo_Ventas",2,"Casado",8120,3,"No",12,3,12,3,3,2,2,2
"522","No",9855,"Frecuentemente","Ventas",3,1,"Salud",4,"F","Ejecutivo_Ventas",4,"Divorciado",4647,1,"Si",20,4,6,3,3,5,0,4
"523","No",13505,"Raramente","IyD",10,2,"Ciencias",4,"M","Investigador_Cientifico",4,"Soltero",4680,3,"No",17,3,4,2,3,0,0,0
"524","No",18250,"Raramente","IyD",28,1,"Salud",4,"M","Tecnico_Laboratorio",3,"Casado",3221,1,"Si",11,3,20,3,3,8,3,8
"525","No",12410,"Raramente","IyD",9,3,"Salud",4,"F","Representante_Salud",2,"Soltero",8621,1,"No",14,3,9,3,4,7,7,7
"526","Si",8760,"Raramente","Ventas",3,2,"Ciencias",1,"F","Ejecutivo_Ventas",3,"Soltero",4577,9,"No",14,3,4,3,3,2,2,0
"527","No",14235,"Raramente","IyD",2,4,"Tecnicos",4,"F","Representante_Salud",3,"Soltero",4553,1,"No",11,3,20,4,3,7,11,10
"528","No",11680,"Raramente","Ventas",10,3,"Mercadeo",4,"M","Ejecutivo_Ventas",4,"Soltero",5396,1,"No",12,3,10,2,2,7,0,8
